model_name,hop_group,mode,count,norm_coverage_list_mean,norm_coverage_list_std,norm_coverage_reasoning_mean,norm_coverage_reasoning_std,step_correctness_mean,step_correctness_std,answer_correctness_mean,answer_correctness_std,final_score_mean,final_score_std
gigachat-2-max,deep,closed,100,0.3328,0.2135,0.3297,0.211,0.2049,0.1553,0.6716,0.3054,0.4031,0.1583
gigachat-2-max,deep,open_full_graph_edges,100,0.4402,0.3699,0.4098,0.352,0.3137,0.2805,0.4543,0.4204,0.4027,0.3347
gigachat-2-max,medium,closed,100,0.4829,0.2912,0.4831,0.2928,0.3183,0.2339,0.7274,0.3194,0.5096,0.1966
gigachat-2-max,medium,open_full_graph_edges,100,0.6024,0.3646,0.5935,0.3633,0.5067,0.3373,0.5773,0.4366,0.5621,0.3396
gigachat-2-max,shallow,closed,100,0.5279,0.4033,0.5303,0.4026,0.495,0.4063,0.6804,0.4183,0.5678,0.3097
gigachat-2-max,shallow,open_full_graph_edges,100,0.6429,0.3846,0.6773,0.3959,0.6425,0.3934,0.637,0.4448,0.6408,0.3567
