model_name,task_type,mode,count,norm_coverage_list_mean,norm_coverage_list_std,norm_coverage_reasoning_mean,norm_coverage_reasoning_std,step_correctness_mean,step_correctness_std,answer_correctness_mean,answer_correctness_std,final_score_mean,final_score_std
gigachat-lite,conflict_resolution,closed,75,0.5382,0.3498,0.5283,0.3556,0.3534,0.2808,0.5828,0.3997,0.4914,0.2559
gigachat-lite,conflict_resolution,open_full_graph_edges,75,0.373,0.4234,0.373,0.4234,0.3698,0.3441,0.3777,0.4329,0.3735,0.3429
gigachat-lite,issue_spotting,closed,75,0.213,0.295,0.1836,0.2819,0.1298,0.1899,0.4675,0.3208,0.2701,0.1777
gigachat-lite,issue_spotting,open_full_graph_edges,75,0.3242,0.3844,0.2906,0.3739,0.5404,0.3523,0.5296,0.3885,0.4647,0.2852
gigachat-lite,rule_selection,closed,75,0.3206,0.2678,0.3191,0.2642,0.2116,0.2186,0.592,0.3705,0.3747,0.2147
gigachat-lite,rule_selection,open_full_graph_edges,75,0.2873,0.352,0.2784,0.3507,0.3447,0.3132,0.498,0.4567,0.3767,0.3094
gigachat-lite,temporal_validity,closed,75,0.5112,0.3766,0.3884,0.3948,0.2874,0.3361,0.5828,0.4144,0.4605,0.2887
gigachat-lite,temporal_validity,open_full_graph_edges,75,0.3507,0.3968,0.3152,0.3852,0.2803,0.3292,0.4133,0.4516,0.3481,0.3042
